Series,Date,PM,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,O Xylene,Temperature,RH,WS,WD,SR,BP,VWS,RF,Mixing Height 
288,15-Oct-2019 - 00:00,71,5.02,33.87,38.99,21.11,14.84,0.44,80.82,3.83,7.46,1.94,1.08,29.77,55.68,0.26,193.38,159.35,,0,,0.843462
289,16-Oct-2019 - 00:00,73.66,12.89,32.48,45.45,13.23,6.59,0.55,42.17,4.66,8.15,2.61,1.2,27.33,73.61,0.2,160.4,81.78,,0,,0.843462
290,17-Oct-2019 - 00:00,76.85,22.09,48.84,70.93,16.39,13.27,0.8,25.76,7.69,12.97,4.07,1.93,26.71,82.29,0.16,200.33,86.84,,0.01,,0.843462
291,18-Oct-2019 - 00:00,119.53,34.57,45,79.58,18.52,22.22,0.63,18.91,7.9,13.33,4.61,2.26,26.76,80.34,0.19,138,139.61,,0,,0.843462
292,19-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,0.843462
293,20-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,0.843462
294,21-Oct-2019 - 00:00,91.49,5.51,35.64,41.14,13.4,11.99,0.56,38.23,3.53,8.25,1.84,0.68,27.48,74.35,0.19,221.83,18.82,,0,,0.843462
295,22-Oct-2019 - 00:00,79.25,6.51,30.78,37.29,14.02,14.18,0.49,52.17,3.69,7.39,1.95,0.8,28.46,69.26,0.22,192.3,125.67,,0,,0.843462
296,23-Oct-2019 - 00:00,116.5,6.87,39.17,46.04,14.38,9.81,0.6,48.87,5.19,8.88,2.8,1.21,27.25,74.69,0.22,139.77,78.23,,-0.01,,0.843462
297,24-Oct-2019 - 00:00,43.49,6.85,16.5,23.34,15,4.91,0.31,46.34,2.09,4.2,0.75,0.33,22.86,91.44,1.01,68.04,53.52,,-0.01,,0.843462
298,25-Oct-2019 - 00:00,23.47,8.14,19.06,27.2,13.09,6.54,0.27,26.53,2.23,5.48,1.21,0.44,22.44,93.97,0.68,120.83,63.32,,-0.01,,0.843462
299,26-Oct-2019 - 00:00,35.73,12.64,25.51,38.15,15.63,10.51,0.38,18.59,2.48,6.23,1.73,0.71,23.26,88.07,0.2,232.29,87.93,,0,,0.843462
300,27-Oct-2019 - 00:00,112.07,12.81,24.87,37.68,15.13,17.92,0.42,29.4,2.54,5.39,2.27,0.95,25.31,76.74,0.17,199.2,154.19,,0,,0.843462
301,28-Oct-2019 - 00:00,155.66,8.4,30.6,39,17.35,16.84,0.4,41.4,2.57,4.37,1.67,0.67,25.44,71.19,0.3,192.12,147.3,,-0.01,,0.843462
302,29-Oct-2019 - 00:00,153.26,11.38,42.45,53.83,14.5,17.21,0.48,37.16,2.55,4.49,1.89,0.75,25.42,69.37,0.25,258.21,146.97,,0,,0.843462
303,30-Oct-2019 - 00:00,122.78,17.14,44.74,61.89,18.49,17.49,0.6,41.97,3.99,8.41,2.61,1.12,25.7,71.47,0.2,241.69,140.09,,0,,0.843462
304,31-Oct-2019 - 00:00,134.35,21.03,52.36,73.39,18.2,14.13,0.81,52.07,5.95,12.65,3.41,1.54,25.83,69.82,0.19,241.42,132.55,,0,,0.843462
305,01-Nov-2019 - 00:00,120.18,31.45,55.21,85.58,19.6,15.33,0.8,53.74,5.52,8.98,3.15,1.4,26.14,70.36,0.18,244.88,131.83,,0,,0.843462
306,02-Nov-2019 - 00:00,88.13,11.15,45.3,56.45,22.53,19.88,0.59,49.58,4.73,6.64,2.04,0.81,26.73,67.26,0.27,262.07,142.77,,0,,0.843462
307,03-Nov-2019 - 00:00,74.34,10.8,41.74,52.54,20.44,17.53,0.54,46.88,3.84,4.54,1.68,0.69,26.86,66.57,0.25,255.48,136.3,,0,,0.843462
308,04-Nov-2019 - 00:00,81.19,36.66,59.48,96.19,21.73,17.28,0.78,43.47,5.17,9.54,3.25,1.49,26.5,69.52,0.18,242.14,127.96,,0,,0.843462
309,05-Nov-2019 - 00:00,115.34,34.64,57.79,92.39,21.28,19.97,0.7,39.04,6.42,10.85,3.12,1.33,25.51,73.33,0.16,244.97,129.82,,0,,0.843462
310,06-Nov-2019 - 00:00,101.81,6.87,22.58,29.46,8.82,30.02,0.63,64.7,5.07,10.63,2.86,1.19,26.24,50.55,0.24,223.84,66.29,,-0.01,,0.843462
311,07-Nov-2019 - 00:00,95.47,5.72,18.6,24.32,7.26,13.89,0.64,64.18,5.36,9.9,2.83,1.29,24.64,60.01,0.25,183.74,111.85,,0,,0.843462
312,08-Nov-2019 - 00:00,47.74,4.71,10.64,14.95,4.66,13.36,0.36,42.55,2.96,5.42,1.01,0.43,23.03,82.71,1.02,62.83,36.12,,-0.01,,0.843462
313,09-Nov-2019 - 00:00,10.73,4.45,7.87,11.96,4.18,13.5,0.22,42.85,1.09,3.81,0.24,0.11,22.54,94.09,2.64,64.67,41.31,,-0.06,,0.843462
314,10-Nov-2019 - 00:00,21.38,4.62,8.7,13.23,4.45,12.41,0.31,46.04,1.31,3.71,0.9,0.31,24.07,84.03,0.62,201.68,79.77,998.5,-0.03,,0.843462
315,11-Nov-2019 - 00:00,34.79,8.48,7.96,16,5.94,17.7,0.83,26.85,5.46,18.84,4.14,2.01,24.55,80.84,0.21,231.88,137.55,,0,,0.843462
316,12-Nov-2019 - 00:00,48.3,98.32,106.01,202.26,164.05,20.36,1.02,52.44,10.7,22.11,6.93,3.32,24.82,69.56,0.16,242.9,134.49,,-0.01,,0.843462
317,13-Nov-2019 - 00:00,26.29,36.13,59.43,95.53,79.34,18.78,0.68,56.28,7.94,16.8,4.65,1.89,24.12,66.07,0.18,251.47,125.14,,0,,0.843462
318,14-Nov-2019 - 00:00,55.95,23.46,47.05,70.53,28.68,19.47,0.82,53.11,9.21,16.33,4.67,2.29,25.03,67.18,0.17,201.04,131.25,,0,,0.843462
319,15-Nov-2019 - 00:00,53,23.45,42.63,66.08,31.58,16.23,0.5,46.52,6.06,8.98,3.12,1.34,24.83,71.49,0.2,207.53,182.27,,0,,0.843462
320,16-Nov-2019 - 00:00,99.77,23.58,55.48,79.06,22.74,22.59,0.94,68.63,7.04,16.09,5.39,2.39,26.11,61.06,0.14,243.72,132.49,,0,,0.843462
321,17-Nov-2019 - 00:00,104.23,40.54,53.39,94.25,27.88,27.24,1.03,60.13,10.32,12.71,5.68,2.82,24.22,70.13,0.19,232.44,120.16,,0.01,,0.843462
322,18-Nov-2019 - 00:00,135.11,29.08,63.79,92.86,25.29,28.53,1.05,61.23,10.29,13.3,6.34,2.87,24.41,64.82,0.13,225.27,120.15,,0.01,,0.843462
323,19-Nov-2019 - 00:00,116.49,52.34,57.39,109.73,23.95,21.15,1.1,54.97,10.26,23.58,6.31,3.13,23.95,59.78,0.18,240.25,121.58,,0,,0.843462
324,20-Nov-2019 - 00:00,110.05,29.07,47.68,76.75,28.22,18.63,0.79,61.15,10.42,22.26,6.95,3.3,23.29,57.12,0.16,174.35,116.98,,0,,0.843462
325,21-Nov-2019 - 00:00,109.04,18.91,54.12,73.03,23.12,24.44,0.72,65,7.11,11.47,4.26,1.77,23.19,56.71,0.2,216.16,111.11,,0,,0.843462
326,22-Nov-2019 - 00:00,108.17,33.7,78.79,112.41,31.22,20.97,0.74,62.19,6.61,13.32,4.08,1.81,23.1,60.34,0.16,199.77,114.75,,0.01,,0.843462
327,23-Nov-2019 - 00:00,145.51,57.85,111.73,169.59,31.63,33.55,1.17,56.54,9.19,18.96,5.3,2.35,22.97,67.08,0.15,228.4,110.14,,0,,0.843462
328,24-Nov-2019 - 00:00,154.98,55.66,82.83,138.49,39.62,20.79,0.96,69.02,9.67,14.18,5.47,2.53,23.27,66.72,0.13,218.39,117.92,,0,,0.843462
329,25-Nov-2019 - 00:00,151.33,55.53,85.41,140.94,35.63,19.1,1.25,73.34,12.12,14.94,6.06,3.2,24.39,65.88,0.13,172.48,119.04,,0,,0.843462
330,26-Nov-2019 - 00:00,162.51,89.74,75.9,165.7,40.43,12.71,1.56,51.97,15.4,22.6,8.93,4.64,23.72,73.48,0.17,166.79,104.88,,0.01,,0.843462
331,27-Nov-2019 - 00:00,146.31,21.65,59.79,81.45,46.07,11.43,0.85,56.34,10.26,16.97,6.44,3.14,23.75,73.29,0.28,138.42,99.8,,0.01,,0.843462
332,28-Nov-2019 - 00:00,92.08,9.56,49.87,59.43,36.72,13.48,0.66,53.97,7.92,8.79,3.43,1.44,24.01,69.68,0.2,133.63,115.03,,0.01,,0.843462
333,29-Nov-2019 - 00:00,105.99,15.49,55.83,71.32,34,13.48,0.74,48.79,7.8,13.47,4.57,2.06,24.16,69.96,0.15,155.45,117.39,,0.01,,0.843462
334,30-Nov-2019 - 00:00,132.58,81.43,68.12,149.54,40.27,18.67,1.24,53.61,12.94,19.59,8.06,3.82,24.08,69.43,0.16,192.05,114.18,,0.01,,0.843462
335,01-Dec-2019 - 00:00,157.1,179.08,92.47,258.22,47.24,13.3,1.16,25.49,16.73,23.63,8.98,4.38,21.47,77.67,0.1,215.99,21.59,,-0.02,,0.692308
336,02-Dec-2019 - 00:00,75.71,30.3,75.14,103.7,27.45,18.37,0.73,63.67,5.97,17.68,3.86,1.68,24.1,46.09,0.23,252.83,149.81,,-0.01,,0.692308
337,03-Dec-2019 - 00:00,123.63,13.98,65.7,79.68,35.6,19.4,0.6,66.44,6.68,10.53,3.28,1.31,21.87,56.17,0.18,204.33,123.17,,0.01,,0.692308
338,04-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,0.692308
339,05-Dec-2019 - 00:00,109,6.33,43.88,50.94,31.47,28.42,0.42,103.12,4.2,9.21,0.99,0.32,26.11,46.2,0.25,274.09,487.56,,0,,0.692308
340,06-Dec-2019 - 00:00,59.86,38.44,66.08,101.67,30.98,12.2,0.79,53.86,8.33,15.12,3.76,1.8,24.74,57.44,0.19,166.6,128.21,,0,,0.692308
341,07-Dec-2019 - 00:00,93.26,82.59,76.69,159.2,47.03,22.44,1.09,44.18,13.03,21.42,7.36,3.73,23.41,61.44,0.21,150.29,104.33,,0.01,,0.692308
342,08-Dec-2019 - 00:00,101.56,57.3,76.15,133.45,53.1,30.69,0.73,35.75,10.52,14.04,6.27,2.98,23.92,60.25,0.23,226.01,103.84,,0,,0.692308
343,09-Dec-2019 - 00:00,90.19,13.11,64.89,78,44.68,17.88,0.7,50.58,7.39,8.64,3.3,1.37,22.86,58.44,0.21,184.88,104.22,,0.01,,0.692308
344,10-Dec-2019 - 00:00,82.2,26.57,94.31,118.39,40.09,16.42,0.59,49.93,7.68,9.68,3.51,1.66,22.13,51.55,0.21,119.68,96.55,,0.01,,0.692308
345,11-Dec-2019 - 00:00,95.74,16.45,79.36,95.81,40.86,13.97,0.69,50.63,8.63,12.85,3.68,1.59,21.99,63.7,0.25,107.77,80.08,,0,,0.692308
346,12-Dec-2019 - 00:00,91.59,17.13,64.28,81.41,46.63,14.36,0.71,46.73,7.22,12.1,2.86,1.21,22.08,71.98,0.4,64.3,86.34,,0,,0.692308
347,13-Dec-2019 - 00:00,134.26,18.81,55.77,74.57,49.07,15.42,0.79,52.27,8.56,8.12,2.21,0.92,21.5,74.06,0.33,71.62,125.41,,0,,0.692308
348,14-Dec-2019 - 00:00,155.36,10.15,68.92,79.07,37.52,16.77,0.99,72.3,9.6,12.78,3.62,1.58,24.13,65.16,0.16,175.78,92.98,,0.01,,0.692308
349,15-Dec-2019 - 00:00,114.65,8.73,43.38,52.1,41.49,11.48,0.62,53.22,6.3,6.58,2.32,0.94,21.38,73.23,0.55,120.45,99.06,,0,,0.692308
350,16-Dec-2019 - 00:00,87.44,10.11,43.57,53.77,42.12,19.98,0.43,33.35,4.12,4.4,1.58,0.54,19.44,76.21,0.61,98.17,70.12,,0,,0.692308
351,17-Dec-2019 - 00:00,75.72,11.64,63.42,75.05,34.4,17.04,0.52,51.25,4.47,11.82,1.85,0.63,21.86,60.55,0.28,249.82,90.31,,0,,0.692308
352,18-Dec-2019 - 00:00,80.92,8.82,49.99,58.82,36.45,14.78,0.46,60.07,3.79,6.35,1.47,0.49,18.21,63.05,0.29,208.91,116.55,,0,,0.692308
353,19-Dec-2019 - 00:00,80.39,11.92,63.65,75.56,35.49,23.18,0.48,52.69,3.81,7.3,1.54,0.53,16.25,59.65,0.3,256.85,121.56,,0,,0.692308
354,20-Dec-2019 - 00:00,109.96,47.17,85.88,133.06,40.1,17.21,0.97,41.22,6.65,11.1,3.78,1.76,15.14,65.36,0.24,234.2,63.52,,0,,0.692308
355,21-Dec-2019 - 00:00,183.34,18.14,68.63,86.76,46.73,14.73,0.93,42.74,9.31,13.05,3.08,1.28,15.98,73.94,0.58,119.9,99.08,,0,,0.692308
356,22-Dec-2019 - 00:00,176.19,11.32,77.36,88.67,43.91,8.23,1.06,39.18,8.73,8.97,3.05,1.36,16.35,75.95,0.37,144.11,91.42,,0,,0.692308
357,23-Dec-2019 - 00:00,157.64,9.54,60.39,69.93,45.41,9.91,0.92,43.64,8.47,9.96,2.33,0.9,17.46,75.57,0.45,173.12,85.88,,0,,0.692308
358,24-Dec-2019 - 00:00,182.13,26.53,67.93,94.45,41.76,19.55,1.27,46.77,9.88,12.44,3.74,1.71,17.33,71.77,0.38,152.61,112.29,,0,,0.692308
359,25-Dec-2019 - 00:00,144.72,44.4,77.34,121.74,41.35,21.53,1.54,56.1,11.54,13.79,6.09,3.08,20.26,59.24,0.16,149.32,102.8,,0,,0.692308
360,26-Dec-2019 - 00:00,126.24,9.39,57.04,66.43,44.43,19.98,0.69,39.77,7.14,7.63,2.28,0.93,15.9,75.09,0.59,112.99,54.7,,0,,0.692308
361,27-Dec-2019 - 00:00,88.13,10,54.2,64.2,45.4,19.71,0.65,46.97,4.39,7.94,1.3,0.46,15.37,77.93,0.54,173.04,102.37,,-0.01,,0.692308
362,28-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,0.692308
363,29-Dec-2019 - 00:00,101.45,29.12,82.33,111.45,42.13,24.21,0.85,50.54,5.06,8.07,3,1.15,19.4,53.81,0.24,229.61,156.24,,0,,0.692308
364,30-Dec-2019 - 00:00,132.58,38.77,76.5,117.43,41.28,30,0.9,46.8,6.53,10.53,3.19,1.36,18.7,56.97,0.3,242.5,201.83,,0,,0.692308
365,31-Dec-2019 - 00:00,175.11,115.62,98.1,213.72,34.71,23.08,1.99,45.61,18.26,28.35,6.36,3.27,20.34,56.51,0.17,193.22,192.33,,0,,0.692308
366,01-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,0.692308
367,02-Jan-2020 - 00:00,126.75,29.67,79.88,109.53,45.31,18.74,1.17,39.42,11.18,17.47,5.67,2.82,21.78,60.28,0.2,153.02,84.67,,0,,0.692308
368,03-Jan-2020 - 00:00,54.36,12.24,44.6,56.83,54.34,15.99,0.38,22.75,3.8,7.85,1.66,0.63,17.01,90.17,0.49,127.5,52.14,,0,,0.692308
369,04-Jan-2020 - 00:00,82.08,73.61,52.68,126.26,56.42,17.69,1.2,15.31,8.98,18.38,4.92,2.45,16.78,93.18,0.29,144.27,59.58,,0,,0.692308
370,05-Jan-2020 - 00:00,113.04,84.74,57,141.74,64.99,19.41,1.18,9.95,9.81,14.32,5.93,2.76,16.63,93.17,0.21,216.38,63.14,,0,,0.692308
371,06-Jan-2020 - 00:00,109.06,52.47,63.24,113.74,50.58,13.04,0.79,29.88,6.72,12.21,4.79,2.23,16.55,77.02,0.22,181,121.22,,0,,0.692308
372,07-Jan-2020 - 00:00,131.14,21.74,71.27,93.01,44.52,20.55,0.88,39.77,6.07,10.37,2.81,1.22,16.13,76.96,0.32,180.53,120.08,,0,,0.692308
373,08-Jan-2020 - 00:00,145.77,31.33,61.4,92.73,53.01,19.84,0.8,42.48,7.87,11.33,3.74,1.89,17.77,74.34,0.49,117.17,144.17,,0,,0.692308
374,09-Jan-2020 - 00:00,115.14,40.38,74.23,111.72,40.74,17.98,1.03,34.18,12.02,16.41,4.73,2.29,19.13,75.22,0.24,133.82,62.43,,0,,0.692308
375,10-Jan-2020 - 00:00,105.06,25.13,68.13,93.27,53.66,22.84,0.6,28.61,5.78,9.93,2.85,1.1,18.04,69.78,0.3,260.39,116.3,,0,,0.692308
376,11-Jan-2020 - 00:00,80.51,13.23,59.42,72.64,50.21,25.03,0.44,39.07,3.08,6.29,1.33,0.43,16.35,69.52,0.33,262.76,132.9,,0,,0.692308
377,12-Jan-2020 - 00:00,98.93,83.09,91.47,174.54,48.37,24.23,1.17,42.02,6.15,7.79,4.87,1.9,18.58,57.78,0.19,225.75,160.82,,0,,0.692308
378,13-Jan-2020 - 00:00,101.44,26.97,83.61,110.58,56.33,27.18,0.68,46.95,4.46,6.17,2.05,0.81,17.42,56.88,0.31,219.81,148.32,,0,,0.692308
379,14-Jan-2020 - 00:00,147.3,53.97,111.36,161.55,43.75,29.13,1.55,46.2,10.46,21.99,9.06,3.93,20.5,54.86,0.13,156.62,149.26,,0,,0.692308
380,15-Jan-2020 - 00:00,222.94,172.25,125.68,297.94,73.93,29.6,2.21,37.24,18.85,28.5,11.79,6.26,19.17,67.05,0.15,166.49,113.91,,0,,0.692308
381,16-Jan-2020 - 00:00,208.44,165.52,105.9,247.21,67.12,19.14,2.15,37.21,15.24,23.5,10,5.51,21.12,67.26,0.13,176.91,111.69,,0,,0.692308
382,17-Jan-2020 - 00:00,181.66,137.45,84.86,222.31,91.27,24.36,1.5,35.97,16.43,20.74,8.55,4.39,21,71.97,0.23,137.78,167.79,,0,,0.692308
383,18-Jan-2020 - 00:00,129.17,162.9,106.69,271.23,52.45,36.31,2.09,34.28,12.69,24.33,10.42,5.11,23.03,51.29,0.17,200.76,119.15,,0,,0.692308
384,19-Jan-2020 - 00:00,137.97,73.62,69.67,143.29,88.04,24.09,0.74,28.49,10.47,13.94,5.66,2.52,20.46,68.34,0.43,164.57,158.75,,0.01,,0.692308
385,20-Jan-2020 - 00:00,71.61,8.5,51.1,60.32,59.15,26.07,0.43,57.95,3.1,5.54,0.84,0.25,21.31,54.9,0.28,241.67,268.64,,0,,0.692308
386,21-Jan-2020 - 00:00,95.39,14.1,51.19,65.08,37.13,22.67,0.77,45.17,6.48,14.59,3.37,1.48,19.74,57.31,0.21,168.09,147.33,,0,,0.692308
387,22-Jan-2020 - 00:00,123.54,55.34,60.23,109.28,61.34,23.4,0.86,41.99,7.79,12.57,3.75,1.65,18.52,66.37,0.22,193.43,135.27,,0,,0.692308
388,23-Jan-2020 - 00:00,214.3,11.28,4.67,15.73,4.91,19.47,0.26,52.84,0,0,,,22.26,57.34,0.24,264.6,89.52,,-0.01,,0.692308
389,24-Jan-2020 - 00:00,74.99,15.03,47.63,60.84,33.07,32.05,0.69,49.14,5.87,11.85,3.61,1.62,19.64,41.49,0.3,184.64,162.9,,0,,0.692308
390,25-Jan-2020 - 00:00,91.16,11.52,30.74,41.5,34.62,24.26,0.77,47.97,7.14,10.85,3.2,1.37,18.67,47.4,0.16,189.58,116.02,,0,,0.692308
391,26-Jan-2020 - 00:00,122.16,69.65,28.8,94.39,39.22,24.07,1.2,36.08,8.82,12.68,4.97,2.28,18.03,58.65,0.2,190.54,103.53,,0,,0.692308
392,27-Jan-2020 - 00:00,150.98,89,82.06,170.9,44.21,22.25,1.39,32.47,11.04,17.94,6.51,3.2,18.01,62.08,0.23,180.74,122.36,,0,,0.692308
393,28-Jan-2020 - 00:00,144.59,34.03,88.67,122.7,54.46,24.5,1.06,37.08,13.72,17.17,6.11,2.87,19.89,62.68,0.19,126.56,86.84,,0,,0.692308
394,29-Jan-2020 - 00:00,62.6,89.45,73.93,119.51,91.29,14.79,0.42,33.84,4.31,4.51,1.22,0.52,20.6,79.7,0.35,117.71,113.51,,0,,0.692308
395,30-Jan-2020 - 00:00,52.04,42.37,44.86,87.22,58.47,15.13,1.23,21.49,9.55,14.97,4.59,2.64,20.38,92.39,0.32,139.46,107.44,,0,,0.692308
396,31-Jan-2020 - 00:00,49.46,33.37,62.48,95.89,56.46,20.24,0.74,30.81,6.84,14.14,3.75,1.85,19.36,71.38,0.25,202.48,143.28,,0,,0.692308
397,01-Feb-2020 - 00:00,36.88,89.86,76.2,160.79,38.03,24.94,1.13,44.54,8.45,18.22,5.18,2.67,19.96,54.9,0.36,164.93,155.73,,0,,1.4972
398,02-Feb-2020 - 00:00,44.58,60.84,67.98,128.82,57.87,27.02,0.56,43.39,6.47,11.65,4.01,1.85,19.23,50.57,0.25,226.89,171.86,,0,,1.4972
399,03-Feb-2020 - 00:00,51.43,15.67,62.8,78.12,34.2,21.86,0.68,47.38,5.01,10.27,3.17,1.4,19.51,41.98,0.21,175.22,185.3,,0,,1.4972
400,04-Feb-2020 - 00:00,97.75,24.63,83.1,107.74,37.75,32.69,0.79,38.82,7.13,13.47,4.17,1.82,18.65,50.55,0.31,186.04,138.68,,0,,1.4972
401,05-Feb-2020 - 00:00,120.36,24.94,87.57,112.83,41,51.23,0.8,38.16,7.96,13.1,3.91,1.66,21.99,52.38,0.24,176.85,124.2,,0,,1.4972
402,06-Feb-2020 - 00:00,109.04,15.49,66.84,82.32,52.77,32.85,0.68,37.46,6.66,12.36,4.16,0.74,21.64,50.52,0.47,147.26,146.2,,0,,1.4972
403,07-Feb-2020 - 00:00,101.11,10.99,61.49,72.47,42.62,31.13,0.72,26.53,7.32,8.91,2.89,1.15,19.65,54.43,0.61,101.39,65.06,,0,,1.4972
404,08-Feb-2020 - 00:00,127.38,11,74.82,85.8,50.62,30.41,0.73,11.13,6.23,11.04,3.8,1.44,17.98,65.36,0.1,211.68,32.11,,0.01,,1.4972
405,09-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.4972
406,10-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.4972
407,11-Feb-2020 - 00:00,107.7,6.9,31.32,37.63,34.41,33.27,0.16,53.59,2.73,6.47,1.39,0.57,24.31,31.22,0.63,82.55,498.58,,-0.01,,1.4972
408,12-Feb-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.4972
409,13-Feb-2020 - 00:00,106.75,31.94,103.07,135,32.47,24.46,1.08,31.38,5.39,12.54,3.52,1.79,22.69,40.35,0.32,213.33,191.87,,0,,1.4972
410,14-Feb-2020 - 00:00,148.52,120.14,135.47,255.33,68.72,42.99,1.56,21.67,16.61,28.65,9.01,4.38,21.8,55.84,0.27,197.55,141.59,,0,,1.4972
411,15-Feb-2020 - 00:00,107.95,47.01,100.8,148.07,66.54,28.41,0.86,33.25,7.91,12.7,3.93,1.87,22.91,48.51,0.39,217.5,171.4,,0,,1.4972
412,16-Feb-2020 - 00:00,121.55,46.31,102.69,149,71.88,24.67,0.93,31.94,9.3,11.83,4.69,2.16,22.39,53.17,0.24,181.23,127.2,,0,,1.4972
413,17-Feb-2020 - 00:00,134.98,64.04,92.62,156.22,70.16,15.26,1.13,27.92,10.94,12.09,6.09,2.77,22.75,55.67,0.28,182.61,121.34,,0,,1.4972
414,18-Feb-2020 - 00:00,136.76,53.23,63.49,114.92,52.96,11.54,0.93,26.58,11.64,18.91,5.2,2.82,22.81,65.54,0.3,216.75,147.53,,0,,1.4972
415,19-Feb-2020 - 00:00,116.13,29.12,66.59,95.06,67.72,34,0.57,28.48,9.87,13.93,3.86,1.82,23.13,70.37,0.39,205.21,125.81,,0,,1.4972
416,20-Feb-2020 - 00:00,77.96,17.36,57.83,74.92,53.08,28.55,0.41,32.49,5.32,8.21,2.32,0.98,23.82,69.16,0.48,216.41,139.28,,0,,1.4972
417,21-Feb-2020 - 00:00,108.33,61.45,51,109.5,53.83,14.13,0.75,31.94,9.8,15.15,4.84,2.26,23.41,61.25,0.27,154.86,102.79,,0.01,,1.4972
418,22-Feb-2020 - 00:00,119.19,20.69,68.06,88.75,50.23,15.46,0.67,37.14,6.88,9.47,2.56,1.33,24.35,50.48,0.28,217.3,143.86,,0,,1.4972
419,23-Feb-2020 - 00:00,107.01,32.27,50.86,82.01,55.91,9.65,0.72,29.49,6.29,7.48,2.76,1.25,24.03,59.13,0.53,112.95,118.84,,0,,1.4972
420,24-Feb-2020 - 00:00,140.38,69.38,47.33,115.85,57.15,16.12,1.05,25.3,10.57,13.41,5.73,2.81,22.75,66.69,0.34,117.37,66.15,,0,,1.4972
421,25-Feb-2020 - 00:00,106.3,30.16,65.51,95.67,66.96,11.85,0.69,22.34,8.78,13.42,3.95,1.69,20.37,79.6,0.25,169.64,49.41,,0,,1.4972
422,26-Feb-2020 - 00:00,50.67,22.09,51.55,73.63,53.93,18.15,0.39,30.43,5.36,9.99,2.19,0.97,21.65,68.96,0.32,222.47,103.11,,0,,1.4972
423,27-Feb-2020 - 00:00,66.09,17.16,61.03,78.18,54.55,17.3,0.57,30.61,5.69,8.83,3,1.35,22.11,65.92,0.36,170.36,79.68,,0,,1.4972
424,28-Feb-2020 - 00:00,87.22,18.72,59.58,78.07,47.68,12.29,0.55,32.23,5.97,8.35,2.38,1.09,22.43,61.38,0.51,141.27,132.04,,0,,1.4972
425,29-Feb-2020 - 00:00,85.5,16.71,57.59,74.29,52.64,13.82,0.53,35.3,6.29,8.5,3,1.34,23.65,51.85,0.23,152.7,199,,0.01,,1.4972
426,01-Mar-2020 - 00:00,121.27,54.14,59.3,113.43,54.01,16.23,0.85,32.23,8.41,11.93,4.65,2.13,24.35,57.48,0.17,213.67,137.44,,0,,1.4972
427,02-Mar-2020 - 00:00,125.81,37.08,71.16,107.9,51.17,23.06,0.75,30.2,8.73,13.29,4.8,2.28,25.56,58.87,0.24,216.49,133.08,,0,,1.4972
428,03-Mar-2020 - 00:00,101.14,15.17,56.38,71.56,49.67,15.96,0.56,33.03,7.28,9.23,2.34,0.95,24.01,69.36,0.49,157.02,117.66,,0,,1.4972
429,04-Mar-2020 - 00:00,65.85,23.19,52.15,75.34,46.75,18.88,0.42,30.94,5.09,9.56,2.23,0.92,23.76,71,0.44,199.31,117.05,,0,,1.4972
430,05-Mar-2020 - 00:00,47.68,26.79,52.73,79.48,48.94,18.58,0.45,29.59,6.89,12.15,2.72,1.15,22.89,71.57,0.38,189.07,131.29,,0,,1.4972
431,06-Mar-2020 - 00:00,47.58,22.13,38.93,61.06,44.28,16.53,0.37,26.38,6.87,11.22,2.68,1.15,24.31,73.82,0.36,201.12,107.69,,0,,1.4972
432,07-Mar-2020 - 00:00,37.57,14.89,34.55,49.43,46.63,15.03,0.38,29.43,3.46,5.7,1.44,0.6,23.22,83.74,0.46,123.81,101.23,,0,,1.4972
433,08-Mar-2020 - 00:00,58.63,24.04,47.71,71.51,45.35,17.57,0.58,30.92,4.1,5.86,2.37,1.01,24.9,70.45,0.32,219.17,141.07,,0,,1.4972
434,09-Mar-2020 - 00:00,65.24,15.9,50.53,66.43,43.44,18.6,0.43,44.05,3.49,5.23,3.15,1.24,24.57,50.89,0.3,182.57,158.5,,0,,1.4972
435,10-Mar-2020 - 00:00,75.03,12.56,56.64,69.19,35.76,18.82,0.56,41.96,4.64,6.32,2.35,1,24.51,52.22,0.26,191.18,144,,-0.01,,1.4972
436,11-Mar-2020 - 00:00,62.46,12.67,54.82,67.5,39.14,19.72,0.4,42.68,3.86,6.67,1.53,0.57,26.33,57.9,0.31,232.67,121.88,,0,,1.4972
437,12-Mar-2020 - 00:00,72.13,12.76,51.82,64.58,43.48,22.45,0.49,37.09,4.94,7.23,1.87,0.68,26.84,63.04,0.49,173.85,130.14,,0,,1.4972
438,13-Mar-2020 - 00:00,73.14,13.65,59.66,73.3,45.38,21.72,0.56,38.69,6.2,12.02,2.95,1.4,28.25,60.28,0.36,170.77,129.08,,0,,1.4972
439,14-Mar-2020 - 00:00,55.44,9.24,31.21,40.45,41.18,14.58,0.31,46.25,2.87,3.26,0.74,0.33,25.81,57.54,1.23,105.01,152.22,,-0.01,,1.4972
